;Current Best;Current Average;Current Worst;Global Best
262;3246;14814,313;49268;3246
263;3246;15117,213;48270;3246
264;3246;15997,04;49254;3246
265;3246;15452,014;52270;3246
266;3246;15251,3;48276;3246
267;3246;14633,827;46280;3246
268;3248;15275,134;50278;3246
269;3248;15208,406;50270;3246
270;3248;15401,993;55268;3246
271;3246;14448,3;46270;3246
272;3246;14871,054;55268;3246
273;3246;15207,587;44272;3246
274;3246;15183,106;49266;3246
275;3246;14720,72;47268;3246
276;3246;14774,34;48270;3246
277;3246;15066,82;50284;3246
278;3246;14664,693;47272;3246
279;3246;14406,94;46280;3246
280;3246;15797,293;53260;3246
281;3246;14414,78;42276;3246
282;3246;14088,313;57262;3246
283;3246;14481,233;58272;3246
284;3246;14400,307;44268;3246
285;3246;15807,547;46270;3246
286;3246;15000,533;52274;3246
287;3246;14637,94;45270;3246
288;3246;14890,493;50274;3246
289;3246;13998,514;48264;3246
290;3246;14955,946;51272;3246
291;3246;15111,233;46272;3246
292;3246;14393,14;42270;3246
293;3246;14022,413;50268;3246
294;3246;15296,913;51272;3246
295;3246;14600,213;49270;3246
296;3246;13933,207;40274;3246
297;3246;15187,207;46276;3246
298;3246;14783,8;48272;3246
299;3246;15806,434;50266;3246
300;3246;15440,566;51276;3246
301;3246;14207,887;44260;3246
302;3246;14634,78;48284;3246
303;3246;14932,106;48268;3246
304;3246;15095,213;54272;3246
305;3246;14889,014;42276;3246
306;3246;15965,54;48282;3246
307;3246;14928,467;51256;3246
308;3246;15108,453;44260;3246
309;3246;15285,36;52266;3246
310;3246;15548,634;51270;3246
311;3246;15481,52;44266;3246
312;3246;15745,026;39272;3246
313;3248;15081,267;43276;3246
314;3248;14664,92;45276;3246
315;3248;15428,5;52280;3246
316;3248;14442,333;49272;3246
317;3248;15412,727;49266;3246
318;3246;15246,854;46286;3246
319;3248;15653,453;47256;3246
320;3248;14831,727;48282;3246
321;3250;14620,587;50288;3246
322;3248;14923,713;51276;3246
323;3248;13963,687;55278;3246
324;3248;15023,566;43272;3246
325;3250;14019,713;46272;3246
