0;1010;;;;;
1;1010;;;;;
2;1010;;;;;
3;1010;;;;;
4;1010;;;;;
5;1010;;;;;
6;1010;;;;;
7;1010;;;;;
8;1010;;Best;Avg;Worst;Std
9;1010;;1010;1010;1010;0
