;Current Best;Current Average;Current Worst;Global Best
0;50200;50200;50200;50200
1;50200;50200;50200;50200
2;50200;50200;50200;50200
3;50200;50200;50200;50200
4;50200;50200;50200;50200
5;50200;50200;50200;50200
6;50200;50200;50200;50200
7;50200;50200;50200;50200
8;50200;50200;50200;50200
9;50200;50200;50200;50200
10;50200;50200;50200;50200
11;50200;50200;50200;50200
12;50200;50200;50200;50200
13;50200;50200;50200;50200
14;50200;50200;50200;50200
15;50200;50200;50200;50200
16;50200;50200;50200;50200
17;50200;50200;50200;50200
18;50200;50200;50200;50200
19;50200;50200;50200;50200
20;50200;50200;50200;50200
21;50200;50200;50200;50200
22;50200;50200;50200;50200
23;50200;50200;50200;50200
24;50200;50200;50200;50200
25;50200;50200;50200;50200
26;50200;50200;50200;50200
27;50200;50200;50200;50200
28;50200;50200;50200;50200
29;50200;50200;50200;50200
30;50200;50200;50200;50200
31;50200;50200;50200;50200
32;50200;50200;50200;50200
33;50200;50200;50200;50200
34;50200;50200;50200;50200
35;50200;50200;50200;50200
36;50200;50200;50200;50200
37;50200;50200;50200;50200
38;50200;50200;50200;50200
39;50200;50200;50200;50200
40;50200;50200;50200;50200
41;50200;50200;50200;50200
42;50200;50200;50200;50200
43;50200;50200;50200;50200
44;50200;50200;50200;50200
45;50200;50200;50200;50200
46;50200;50200;50200;50200
47;50200;50200;50200;50200
48;50200;50200;50200;50200
49;50200;50200;50200;50200
50;50200;50200;50200;50200
51;50200;50200;50200;50200
52;50200;50200;50200;50200
53;50200;50200;50200;50200
54;50200;50200;50200;50200
55;50200;50200;50200;50200
56;50200;50200;50200;50200
57;50200;50200;50200;50200
58;50200;50200;50200;50200
59;50200;50200;50200;50200
60;50200;50200;50200;50200
61;50200;50200;50200;50200
62;50200;50200;50200;50200
63;50200;50200;50200;50200
64;50200;50200;50200;50200
65;50200;50200;50200;50200
66;50200;50200;50200;50200
67;50200;50200;50200;50200
68;50200;50200;50200;50200
69;50200;50200;50200;50200
70;50200;50200;50200;50200
71;50200;50200;50200;50200
72;50200;50200;50200;50200
73;50200;50200;50200;50200
74;50200;50200;50200;50200
75;50200;50200;50200;50200
76;50200;50200;50200;50200
77;50200;50200;50200;50200
78;50200;50200;50200;50200
79;50200;50200;50200;50200
80;50200;50200;50200;50200
81;50200;50200;50200;50200
82;50200;50200;50200;50200
83;50200;50200;50200;50200
84;50200;50200;50200;50200
85;50200;50200;50200;50200
86;50200;50200;50200;50200
87;50200;50200;50200;50200
88;50200;50200;50200;50200
89;50200;50200;50200;50200
90;50200;50200;50200;50200
