0;15120;;;;;
1;15106;;;;;
2;17110;;;;;
3;18104;;;;;
4;13108;;;;;
5;15114;;;;;
6;17114;;;;;
7;15120;;;;;
8;17114;;Best;Avg;Worst;Std
9;12106;;12106;15511,6;18104;1800,430349
