;Current Best;Current Average;Current Worst;Global Best
162;3248;15340,313;54268;3246
163;3248;15197,787;45282;3246
164;3250;15190,307;47278;3246
165;3248;14274,14;57270;3246
166;3248;13917,22;47272;3246
167;3246;14202,453;50266;3246
168;3246;14399,946;46272;3246
169;3246;14055,406;57272;3246
170;3246;14600,767;47264;3246
171;3246;15095,92;50268;3246
172;3248;14990,3;48284;3246
173;3248;14829,68;45280;3246
174;3248;15116,134;47280;3246
175;3248;14282,446;41264;3246
176;3246;13795,333;47278;3246
177;3246;15461,327;50272;3246
178;3248;15628,854;49268;3246
179;3246;14299,173;54264;3246
180;3246;14194,913;40268;3246
181;3248;14991,554;48260;3246
182;3246;14901,54;43286;3246
183;3248;15765,813;55268;3246
184;3248;14933,26;48268;3246
185;3246;14712,673;46278;3246
186;3246;14471,8;42266;3246
187;3246;14930,54;49270;3246
188;3246;15767,44;47270;3246
189;3246;14096,634;44278;3246
190;3246;15227,646;46268;3246
191;3246;14256,78;48272;3246
192;3246;15190,267;47272;3246
193;3246;15168,68;40286;3246
194;3246;14690,106;43266;3246
195;3246;14984,153;59270;3246
196;3246;15182,94;55276;3246
197;3246;13923,113;47270;3246
198;3246;15754,313;42284;3246
199;3246;14027,526;47266;3246
200;3246;15207,906;55280;3246
201;3246;15091,34;67270;3246
202;3246;15039,767;47270;3246
203;3246;14599,106;50266;3246
204;3246;16117,1;50268;3246
205;3248;14831,827;46264;3246
206;3248;15029,493;46274;3246
207;3246;14679,233;53274;3246
208;3248;14709,873;43284;3246
209;3248;13472,78;45282;3246
210;3248;15715,394;55274;3246
211;3248;14728,054;50266;3246
212;3248;14806,12;49278;3246
213;3246;15675,1;43274;3246
214;3248;15091,76;46280;3246
215;3248;14048,673;49260;3246
216;3248;15129,4;48274;3246
217;3248;15822,727;54280;3246
218;3248;15046,42;47284;3246
219;3248;14913,273;41284;3246
220;3248;15763,054;53270;3246
221;3248;15409,54;44270;3246
222;3248;15126,153;48270;3246
223;3248;14759,167;49274;3246
224;3248;15793,047;56280;3246
225;3248;15090,687;45268;3246
226;3250;15632,354;49280;3246
227;3250;15398,08;46286;3246
228;3248;14703,56;47278;3246
229;3248;14398,906;38266;3246
230;3248;15442,667;55276;3246
231;3248;14018,767;46278;3246
232;3246;15419,747;58272;3246
233;3248;15331,727;56264;3246
234;3248;14514,673;52274;3246
235;3246;14370,167;53272;3246
236;3246;15982,66;50284;3246
237;3246;15900,014;51282;3246
238;3246;14919,627;50278;3246
239;3246;14995,094;53282;3246
240;3246;14944,727;50274;3246
241;3246;14420,073;48272;3246
242;3246;15087,22;50274;3246
243;3246;15874,06;48270;3246
244;3246;14593,474;47268;3246
245;3246;14990,5;43260;3246
246;3246;15743,64;57266;3246
247;3246;14473,913;48266;3246
248;3246;15406,26;50280;3246
249;3246;14992,78;50258;3246
250;3246;14872,793;47276;3246
251;3246;14960,22;49268;3246
252;3246;15230,04;46268;3246
253;3246;14522,533;49278;3246
254;3246;14459,76;46268;3246
255;3246;16137,44;53280;3246
256;3246;15257,88;44278;3246
257;3246;15187,44;52276;3246
258;3248;14308,026;43282;3246
259;3246;14521,46;56276;3246
260;3248;14048,033;43274;3246
261;3246;14912,007;46272;3246
262;3246;15371,04;51292;3246
263;3246;14547,233;57260;3246
264;3248;15120,213;49268;3246
265;3248;14067,413;46268;3246
266;3248;13631,813;52274;3246
267;3246;14837,946;47276;3246
268;3246;15374,293;42268;3246
269;3246;14300,486;47266;3246
270;3246;15103,007;47270;3246
271;3246;15056,547;49260;3246
272;3246;14033,787;48270;3246
273;3248;14431,28;45274;3246
274;3246;15386,193;44270;3246
275;3246;14497,946;43272;3246
276;3246;15460,866;46276;3246
277;3246;14359,827;52276;3246
278;3246;14964,32;51276;3246
279;3246;15066,56;46282;3246
280;3246;15326,554;47276;3246
281;3246;15530,44;48266;3246
282;3246;15152,047;48268;3246
283;3248;15953,427;52286;3246
284;3248;13792,6;41270;3246
285;3246;15159,213;50272;3246
286;3248;15319,233;44274;3246
287;3248;15326,24;50268;3246
288;3248;14032,54;51276;3246
289;3246;14919,24;44266;3246
290;3246;14567,92;47270;3246
291;3246;15472,134;45274;3246
292;3246;14968,366;55278;3246
293;3246;15551,8;48264;3246
294;3246;14460,187;45274;3246
295;3246;14616,606;49280;3246
296;3246;14860,526;46264;3246
297;3246;13420,9;44264;3246
298;3248;14718,32;42272;3246
299;3246;14795,3;42274;3246
300;3246;14747,554;48270;3246
301;3246;15771,007;50266;3246
302;3246;15330,653;47270;3246
303;3246;14566,52;47270;3246
304;3246;14876,894;43266;3246
305;3246;14667,453;49268;3246
306;3246;16177,974;50272;3246
307;3246;15947,687;57254;3246
308;3246;15443,986;49278;3246
309;3246;14744,36;56266;3246
310;3246;14854,387;50268;3246
311;3248;14894,606;49260;3246
312;3248;14114,566;41256;3246
313;3250;15916,187;49258;3246
314;3246;14109,946;48280;3246
315;3246;15673,72;49266;3246
316;3248;15496,387;48272;3246
317;3246;13318,634;53270;3246
318;3246;14616,827;48270;3246
319;3246;15454,727;47270;3246
320;3246;15217,36;54270;3246
321;3246;15648,066;47272;3246
322;3246;14057,974;52270;3246
323;3246;13802,34;55266;3246
324;3246;14915,587;51276;3246
325;3246;14166,153;48274;3246
326;3246;15280,46;49270;3246
327;3246;15684,74;47260;3246
328;3246;15047,4;51266;3246
329;3248;14837,793;48274;3246
330;3246;14488,486;59282;3246
331;3248;14767,773;43276;3246
332;3246;14090,894;46262;3246
333;3246;14557,22;46274;3246
334;3248;15171,44;58252;3246
335;3248;13798;45272;3246
336;3248;15039,273;50272;3246
337;3246;14208,807;49276;3246
338;3246;13510,526;43270;3246
339;3246;14405,48;40274;3246
340;3248;14270,807;49266;3246
341;3246;14624,693;51270;3246
342;3246;15068,507;42270;3246
343;3246;14663,727;48274;3246
344;3246;14330,366;40270;3246
345;3246;15313,273;53282;3246
346;3246;14693,64;48274;3246
347;3246;15276,993;48258;3246
348;3246;15006,307;44280;3246
349;3246;15404,24;54268;3246
350;3246;15427,533;50286;3246
351;3246;15478,634;44268;3246
352;3246;15497,42;48268;3246
353;3248;15738,387;47272;3246
354;3246;15497,84;46270;3246
355;3246;15219,033;48270;3246
356;3246;15096,094;41272;3246
357;3246;15689,02;46266;3246
358;3250;14929,014;42276;3246
359;3248;14682,707;49278;3246
360;3248;15435,434;49262;3246
361;3246;14485,307;51278;3246
362;3248;15118,366;51272;3246
363;3248;14332,366;48268;3246
364;3248;15332,04;57284;3246
365;3248;16275,653;47274;3246
366;3246;13866,547;51272;3246
367;3246;16060,253;48272;3246
368;3246;16077,026;49272;3246
369;3246;14066,88;43272;3246
370;3246;14753,4;46264;3246
371;3246;15624,394;47268;3246
372;3246;15691,7;50276;3246
373;3248;15190,887;46272;3246
374;3248;15447,953;55280;3246
375;3248;15244,054;49280;3246
376;3248;15485,2;52268;3246
377;3248;14957,854;47272;3246
378;3248;15289,273;44268;3246
379;3248;15062,486;46272;3246
380;3248;15898,26;44286;3246
381;3248;15056,533;44276;3246
382;3248;14889,673;48286;3246
383;3248;14352,307;45264;3246
384;3248;15308,993;42280;3246
385;3248;14692,56;43270;3246
386;3248;14141,646;48278;3246
387;3248;14491,026;50276;3246
388;3248;14321,007;46276;3246
389;3248;13748,394;48274;3246
390;3250;14973,606;54274;3246
391;3250;15084,054;51274;3246
392;3250;15107,486;47278;3246
393;3248;15295,2;47278;3246
394;3250;14344,4;45276;3246
395;3248;15311,894;48284;3246
396;3248;14013,92;48280;3246
397;3248;14751,813;47296;3246
398;3248;14208,934;48278;3246
399;3248;13761,573;46270;3246
