0;50200;;;;;
1;50200;;;;;
2;50200;;;;;
3;50200;;;;;
4;50200;;;;;
5;50200;;;;;
6;50200;;;;;
7;50200;;;;;
8;50200;;Best;Avg;Worst;Std
9;50200;;50200;50200;50200;0
