0; 100_200_0.72_0.3_10;3254;;;;;
1; 100_200_0.72_0.3_10;3252;;;;;
2; 100_200_0.72_0.3_10;3246;;;;;
3; 100_200_0.72_0.3_10;4248;;Best;Avg;Worst;Std
4; 100_200_0.72_0.3_10;3252;;3246;3450,4;4248;398,809027
