0; 100_100_0.7_0.3_35; 4238
1; 100_100_0.7_0.3_35; 3246
2; 100_100_0.7_0.3_35; 3248
3; 100_100_0.7_0.3_35; 4236
4; 100_100_0.7_0.3_35; 4238
