0;4091;;;;;
1;4091;;;;;
2;4091;;;;;
3;4091;;;;;
4;4091;;;;;
5;4091;;;;;
6;4091;;;;;
7;4091;;;;;
8;4091;;Best;Avg;Worst;Std
9;4091;;4091;4091;4091;0
