;Current Best;Current Average;Current Worst;Global Best
83;4382;19832,68;43406;4320
84;5396;18942,654;45316;4320
85;5406;18839,3;40388;4320
86;5364;19012,393;47900;4320
87;4392;19761,514;46384;4320
88;4394;19810,547;49318;4320
89;4402;18923,566;46422;4320
90;5368;18486,62;47374;4320
91;6372;19618,746;46436;4320
92;6378;20348,707;59364;4320
93;6410;21110,914;47414;4320
94;5392;18362,326;43412;4320
95;5354;18887,9;53420;4320
96;4344;19216,32;43380;4320
97;4362;18611,24;44370;4320
98;4378;19527,2;42882;4320
99;5358;20210,527;47372;4320
100;5418;20283,027;40102;4320
101;5392;18801,232;41680;4320
102;3414;17654,354;43390;4320
103;4376;17231,26;39430;3414
104;4392;17572,633;43398;3414
105;4362;17774,133;44382;3414
106;4362;17697,3;38020;3414
107;5376;18039,887;44374;3414
108;4384;17320,78;40482;3414
109;5382;17147,293;42268;3414
110;5394;18522,406;43410;3414
111;5438;17638,34;36440;3414
112;6410;17074,793;47432;3414
113;4386;18915,24;43120;3414
114;5408;18508,56;43434;3414
115;5398;17900,613;48948;3414
116;5368;17700,62;41820;3414
117;4410;17293,72;39430;3414
118;5356;17838,953;40426;3414
119;4392;18244,293;41828;3414
120;3404;17253,268;42374;3414
121;5394;17884,506;39470;3404
122;5400;18381,793;45498;3404
123;3380;17254,746;46510;3404
124;3394;17100,207;46416;3380
125;4400;18342,207;48498;3380
126;3388;17245,312;39440;3380
127;4428;18118,553;40502;3380
128;3380;18363,02;44416;3380
129;4372;17222,04;39458;3380
130;3404;16786,146;43230;3380
131;3384;16362,773;43548;3380
132;4390;15934,134;42684;3380
133;4412;15222,613;42476;3380
134;4418;17123,166;37512;3380
135;4414;18091,86;44430;3380
136;4400;17756,98;47440;3380
137;4484;17531,854;39412;3380
138;5408;17083,48;41416;3380
139;4400;16308,713;47388;3380
140;4388;16683,293;46406;3380
141;4386;16389,307;34392;3380
142;4508;17355,26;45420;3380
143;4364;17125,654;39370;3380
144;4396;16593,867;40352;3380
145;4412;17061,014;37416;3380
146;4416;15616,28;36392;3380
147;3352;15890,587;44384;3380
148;4376;16342,6;36534;3352
149;4388;15762,507;36906;3352
150;4382;15942,96;43514;3352
151;3424;15999,087;39370;3352
152;4390;16533,56;34418;3352
153;4404;15625,946;37416;3352
154;3418;15864,394;34424;3352
155;3388;15123,594;32714;3352
156;4390;15082,92;42536;3352
157;4378;15675,854;37502;3352
158;4380;15468,92;39404;3352
159;4396;16350,913;38412;3352
160;3394;16784,193;40916;3352
161;3436;16591,14;41360;3352
162;3426;15834,74;35412;3352
163;4394;15956,927;40402;3352
164;3404;16070,453;40918;3352
165;3404;16810,633;38760;3352
166;3378;16876,56;42526;3352
167;3412;16511,312;39414;3352
168;3406;16003,606;42396;3352
169;4376;16623,58;35496;3352
170;4390;17712,906;44922;3352
171;5366;18357,873;48810;3352
172;4392;17598,086;40922;3352
173;5308;18412,953;44396;3352
174;4370;18267,906;50432;3352
175;5368;19036,2;49418;3352
176;4430;18407,174;39112;3352
177;5408;19298,414;44418;3352
178;5400;18473,64;40400;3352
179;5408;19298,773;47332;3352
180;4400;20729,674;43424;3352
181;5428;19673,346;46396;3352
182;6414;20624,113;41402;3352
183;6426;20225,467;46412;3352
184;6422;20050,227;46406;3352
185;5376;19933,053;42298;3352
186;5388;21839,373;45398;3352
187;5392;21872,906;47400;3352
188;6400;20247,246;57452;3352
189;4380;20424,326;45394;3352
190;4414;20121,5;53414;3352
191;5382;19590,52;47390;3352
192;5378;19244,28;41446;3352
193;5370;19683,973;46408;3352
194;6374;19553,027;40310;3352
195;6404;19260,707;48432;3352
196;5410;19259,273;56404;3352
197;5696;19072,754;46690;3352
198;5696;18876,033;43384;3352
199;5390;18519,893;39430;3352
200;5436;17512,254;42546;3352
201;5386;17801,36;38432;3352
202;4946;18529,773;41850;3352
203;5400;18258,246;41418;3352
204;5416;17591,854;38902;3352
205;5394;17483,84;37422;3352
206;4374;17447,38;52390;3352
207;4386;16865,812;46196;3352
208;4376;16130,673;45896;3352
209;4362;18094,32;45894;3352
210;4384;17477,52;48924;3352
211;5372;17019,807;41916;3352
212;5492;17426,646;40414;3352
213;4386;18065,133;43366;3352
214;4374;18309,914;48382;3352
215;6298;17529,506;48804;3352
216;5484;18867,566;51424;3352
217;5416;19066,666;48432;3352
218;4396;18816,887;46706;3352
219;5398;17314,08;44898;3352
220;4386;18586,633;40520;3352
221;4398;16921,494;42258;3352
222;4428;16711,893;46392;3352
223;4374;16143,233;42404;3352
224;4406;17084,193;43404;3352
225;4356;17745,127;40386;3352
226;5368;17397,887;45402;3352
227;6362;18366,967;42382;3352
228;4388;17739,64;34512;3352
229;5380;17770,6;39384;3352
230;5364;16906,594;34800;3352
231;5382;17484,6;46398;3352
232;4372;18092,812;41480;3352
233;5386;18462,953;44900;3352
234;6384;18557,654;42424;3352
235;6380;20196,467;42722;3352
236;6374;18611,006;46410;3352
237;6384;19607,486;40470;3352
238;5370;19167,86;42366;3352
239;4366;18030,787;44514;3352
240;6360;17827,773;45912;3352
241;4384;18774,527;43388;3352
242;5384;19903,754;44376;3352
243;4402;19750,547;46372;3352
244;4390;18802,426;40418;3352
245;5368;19170,053;47414;3352
246;4386;18167,086;44374;3352
247;4388;18878,62;44432;3352
248;5398;18594,52;43894;3352
249;5374;18408,188;43894;3352
250;5366;17911,66;38394;3352
251;6372;19211,494;46416;3352
252;6388;17434,547;39386;3352
253;6398;17967,014;36688;3352
254;4398;19265,188;44910;3352
255;4384;19212,367;38508;3352
256;5382;19325,56;42406;3352
257;6388;19575,268;46478;3352
258;6370;19764,227;43496;3352
259;5416;19164,967;41270;3352
260;6366;19739;45428;3352
261;6378;18948,447;39508;3352
262;5416;18950,486;40388;3352
263;5364;17901,086;39412;3352
264;4418;17785,48;37428;3352
265;4396;18288,94;45406;3352
266;4384;18503,826;44482;3352
267;6394;17577,1;43410;3352
268;4384;18084,732;43510;3352
269;5402;17240,9;46492;3352
270;5396;18307,5;42424;3352
271;6380;17922,926;42428;3352
272;6410;19360,473;47428;3352
273;4404;18688,354;42430;3352
274;4422;18199,812;42414;3352
275;4400;18224,854;36892;3352
276;4380;17826,846;41394;3352
277;4376;15769,594;40394;3352
278;4362;16269,146;38502;3352
279;4410;16368,974;40404;3352
280;4416;17499,78;38594;3352
281;4384;16667,88;39412;3352
282;4368;17151,846;38704;3352
283;4380;16384,24;36416;3352
284;4398;16443,7;42366;3352
285;4386;17986,34;41170;3352
286;4374;18763,953;37712;3352
287;4368;17306,633;43880;3352
288;4372;16629,594;51418;3352
289;4394;16471,467;40904;3352
290;4394;17547;47416;3352
291;4398;17850,906;43414;3352
292;4400;17627,254;41488;3352
293;4368;18320,46;40418;3352
294;5440;17100,88;42140;3352
295;5370;18268,12;39756;3352
296;5424;17640,666;41112;3352
297;4414;16595,287;38416;3352
298;4406;16876,646;37402;3352
299;5400;16911,613;40496;3352
300;4426;16924,566;41406;3352
301;4416;17461,4;38484;3352
302;4404;18834,154;44310;3352
303;5406;18925,773;39436;3352
304;4414;19412,6;45250;3352
305;5408;19033,28;45496;3352
306;5390;18830,953;44412;3352
307;5396;18101,44;37566;3352
308;4406;17932,732;41398;3352
309;4384;19040,86;41406;3352
310;4404;19135,447;42416;3352
311;6402;17550,78;41514;3352
312;5396;19437,047;41910;3352
313;6392;19189,246;49486;3352
314;5380;18572,76;39504;3352
315;5386;19370,188;47536;3352
316;4364;19482,146;45934;3352
317;6396;19209;44382;3352
318;6398;19071,9;47486;3352
319;4406;18089,174;43736;3352
320;4402;19173,768;42538;3352
321;4378;17157,793;46518;3352
322;5414;19341,4;41382;3352
323;5400;19734,812;47400;3352
324;5394;19768,38;40430;3352
325;5406;20203,607;43892;3352
326;7394;20118,64;46102;3352
327;5410;19464,107;39428;3352
328;5398;18863,227;44556;3352
329;4382;19336,467;45004;3352
330;7394;20043,166;44336;3352
331;6388;20889,934;45456;3352
332;5400;19629,14;45426;3352
333;6378;18612,64;39406;3352
334;4400;19413,713;44440;3352
335;5378;17398,188;51400;3352
336;4346;17709,674;44534;3352
337;4392;18079,227;46432;3352
338;4346;18706,473;52294;3352
339;4356;18057,033;40348;3352
340;4348;17929,04;43862;3352
341;5356;17427,268;46368;3352
342;4386;18356,293;41352;3352
343;5364;17885,953;39258;3352
344;5372;18469,64;45364;3352
345;5372;17676,867;39362;3352
346;4366;17060,72;47414;3352
347;5372;18545,486;41286;3352
348;5352;17553,074;36492;3352
349;4374;17959,514;46284;3352
350;6368;18395,246;43366;3352
351;5366;17339,5;41396;3352
352;4380;16791,22;39364;3352
353;5364;17756,486;52392;3352
354;5374;18326,5;39864;3352
355;5362;18968,174;41400;3352
356;5384;18667,014;43396;3352
357;5366;19563,807;43460;3352
358;6384;19622,1;47410;3352
359;5392;19808,64;42206;3352
360;6374;18957,22;41626;3352
361;6366;19861,42;46442;3352
362;5374;19050,54;42914;3352
363;5370;19707,773;42368;3352
364;4360;17364,312;41694;3352
365;4352;17442,92;43384;3352
366;5370;17891,146;46466;3352
367;4382;18583,326;44398;3352
368;5366;17397,086;44410;3352
369;4372;17111,22;41410;3352
370;4362;17708,654;47366;3352
371;4370;17375,732;39598;3352
372;4364;18421,5;50368;3352
373;4386;17038,666;40382;3352
374;5384;17943,84;43508;3352
375;6360;18304,953;45378;3352
376;5394;18203,688;40686;3352
377;6384;18905,406;48914;3352
378;6390;18665,38;41372;3352
379;6892;19072,793;44420;3352
380;6380;19519,846;50020;3352
381;6388;19141,674;47872;3352
382;4392;18646,893;41412;3352
383;5394;18221,834;42396;3352
384;5386;18546,787;41394;3352
385;5396;19176,627;46428;3352
386;5370;19634,34;48426;3352
387;5394;18963,666;42386;3352
388;5392;20689,727;45398;3352
389;4374;21591,32;47404;3352
390;5396;19363,86;42492;3352
391;3408;19687,334;43410;3352
392;3404;18877,047;52386;3352
393;5414;18844,768;42408;3352
394;5422;18289,094;40414;3352
395;4394;18560,893;37450;3352
396;4402;18684,254;49524;3352
397;4428;18138,467;44688;3352
398;4424;17216,62;36490;3352
399;4410;18071,746;46406;3352
