;Current Best;Current Average;Current Worst;Global Best
228;3248;14336,827;43280;3246
229;3246;15311,087;43276;3246
230;3246;15024,187;46264;3246
231;3246;14537,094;39274;3246
232;3248;15060,807;44276;3246
233;3248;15625,173;52278;3246
234;3248;14246,073;42268;3246
235;3248;14290,267;41276;3246
236;3252;14282,16;45262;3246
237;3252;15925,634;47266;3246
238;3252;14459,394;49262;3246
239;3252;14485,313;44274;3246
240;3252;14245,26;56272;3246
241;3250;14128,247;40276;3246
242;3250;14411,094;43284;3246
243;3250;14163,547;61278;3246
244;3246;14705,707;55272;3246
245;3248;15003,347;51280;3246
246;3248;15853,387;44276;3246
247;3248;12755,48;46276;3246
248;3248;15026,707;43284;3246
249;3248;14348,46;50278;3246
250;3248;14982,233;48268;3246
251;3248;14398,913;42262;3246
252;3248;15262,86;42286;3246
253;3250;14575,967;43268;3246
254;3248;14098,94;48266;3246
255;3248;14735,807;44278;3246
256;3248;14889,014;49264;3246
257;3248;14321,894;45276;3246
258;3248;14722,054;53280;3246
259;3250;14782,62;41268;3246
260;3246;12975,646;38272;3246
261;3248;13125,646;39268;3246
262;3248;13570,573;50266;3246
263;3248;13742,46;41278;3246
264;3248;13745,207;39258;3246
265;3248;14248,7;39266;3246
266;3248;14378,82;50264;3246
267;3248;13916,167;38266;3246
268;3248;12845,787;37262;3246
269;3248;14011,687;46274;3246
270;3250;13015,514;42266;3246
271;3250;12882,293;43268;3246
272;3250;13742,34;34272;3246
273;3250;13392,946;45264;3246
274;3250;12979,52;38278;3246
275;3250;13185,753;40272;3246
276;3250;13296,18;42272;3246
277;3250;13776,913;39274;3246
278;3250;13376,98;45272;3246
279;3250;13640,493;40270;3246
280;3250;13520,02;47270;3246
281;3250;13342,827;37272;3246
282;3248;13575,894;50272;3246
283;3248;12875,554;39282;3246
284;3248;13971,906;38272;3246
285;3248;14061,873;39274;3246
286;3248;13532,347;42284;3246
287;3246;13988,873;43262;3246
288;3246;13898,627;39274;3246
289;3246;12790,653;43252;3246
290;3246;13416,687;41276;3246
291;3246;12919,733;35270;3246
292;3246;13580,36;40300;3246
293;3246;13261,1;41268;3246
294;3248;15448,554;48260;3246
295;3248;13978,427;43272;3246
296;3248;13158,96;42274;3246
297;3248;13031,327;38276;3246
298;3246;13831,453;43272;3246
299;3246;13170,434;43262;3246
300;3246;13274,707;37282;3246
301;3246;13621,8;39288;3246
302;3246;13194,68;36274;3246
303;3246;13705,427;38270;3246
304;3246;12277,88;40290;3246
305;3246;13731,04;40262;3246
306;3246;13817,467;44254;3246
307;3246;13034,493;38270;3246
308;3246;13294,146;40276;3246
309;3248;14307,793;45280;3246
310;3248;13508,634;41276;3246
311;3248;13484,934;42256;3246
312;3248;13685,807;40286;3246
313;3248;13929,767;39260;3246
314;3248;13682,307;40274;3246
315;3250;13509,427;40284;3246
316;3248;12295,44;46280;3246
317;3248;14085,673;45270;3246
318;3250;12882,547;39268;3246
319;3250;13203,967;37268;3246
320;3246;12632,5;36272;3246
321;3246;12835,153;43282;3246
322;3248;13005,307;40274;3246
323;3248;12385,094;41260;3246
324;3248;13585,287;39272;3246
325;3248;12826,46;47274;3246
326;3248;12924,406;40260;3246
327;3246;14014,807;41284;3246
328;3246;13302,066;39268;3246
329;3248;13364,773;38274;3246
330;3248;12834,434;34278;3246
331;3248;13804,773;46262;3246
332;3246;13421,387;46262;3246
333;3246;13267,86;41264;3246
334;3248;13597,82;39276;3246
335;3248;14111,8;48270;3246
336;3250;14062,273;43278;3246
337;3248;14469,026;39282;3246
338;3246;13445,96;44266;3246
339;3246;13188,047;41272;3246
340;3246;13327,887;40274;3246
341;3248;14097,493;39268;3246
342;3248;12970,507;42270;3246
343;3246;12728,26;39268;3246
344;3246;13264,146;40264;3246
345;3246;14500,233;38266;3246
346;3246;13811,187;43274;3246
347;3246;12594,84;45286;3246
348;3248;13427,934;40280;3246
349;3248;13762,3;42258;3246
350;3248;13408,167;38272;3246
351;3248;14312,98;53274;3246
352;3248;13175,233;40280;3246
353;3248;14222,38;40278;3246
354;3248;13393,94;38288;3246
355;3248;13204,146;39288;3246
356;3250;13240,72;41270;3246
357;3250;13930,807;46270;3246
358;3250;13200,366;41270;3246
359;3250;12960,967;39278;3246
360;3250;13060,02;39276;3246
361;3250;13306,967;45276;3246
362;3250;13144,446;38276;3246
363;3250;13080,7;35266;3246
364;3248;13654,094;36276;3246
365;3248;13165,72;38276;3246
366;3248;13123,953;40282;3246
367;3248;13128,32;38276;3246
368;3248;14017,687;36254;3246
369;3246;13677,7;42274;3246
370;3246;14451,38;45282;3246
371;3246;13462,054;37278;3246
372;3246;13058,446;48272;3246
373;3248;13428,354;40280;3246
374;3248;13525,62;40272;3246
375;3248;13325,74;45258;3246
376;3248;14668,906;54282;3246
377;3248;13655,927;46280;3246
378;3248;12598,5;42278;3246
379;3248;12622,1;48266;3246
380;3246;14040,96;38270;3246
381;3246;13187,387;38268;3246
382;3246;13690,42;41276;3246
383;3248;12643,866;42262;3246
384;3246;13381,406;42274;3246
385;3246;13631,753;40268;3246
386;3248;13011,467;41268;3246
387;3248;13104,146;45270;3246
388;3248;12247,366;36268;3246
389;3248;12431,08;40260;3246
390;3248;13798,474;40268;3246
391;3248;13168,5;54248;3246
392;3248;13581,113;47258;3246
393;3248;13001,6;41260;3246
394;3248;12794,054;40264;3246
395;3248;13165,627;45272;3246
396;3248;13196,247;52266;3246
397;3248;12243,207;37286;3246
398;3250;13894,446;40266;3246
399;3250;12958,16;37282;3246
