0; 100_100_0.7_0.1_99; 4238
1; 100_100_0.7_0.1_99; 4240
2; 100_100_0.7_0.1_99; 4238
3; 100_100_0.7_0.1_99; 3246
4; 100_100_0.7_0.1_99; 4240
