0; 600_800_0.72_0.3_60;3140;;;;;
1; 600_800_0.72_0.3_60;4126;;;;;
2; 600_800_0.72_0.3_60;4126;;;;;
3; 600_800_0.72_0.3_60;4126;;;;;
4; 600_800_0.72_0.3_60;3130;;;;;
5; 600_800_0.72_0.3_60;7114;;;;;
6; 600_800_0.72_0.3_60;4126;;;;;
7; 600_800_0.72_0.3_60;5124;;;;;
8; 600_800_0.72_0.3_60;4128;;Best;Avg;Worst;Std
9; 600_800_0.72_0.3_60;4122;;3130;4326,2;7114;1071,801269
