0; 100_100_0.7_0.6500001_5; 4384
1; 100_100_0.7_0.6500001_5; 4324
2; 100_100_0.7_0.6500001_5; 4244
3; 100_100_0.7_0.6500001_5; 3354
4; 100_100_0.7_0.6500001_5; 5344
